STOCKCODE,NAME_ENG,NAME_CHI,BOARD_LOT
1108.HK,LUOYANG GLASS,洛陽玻璃股份,2000
1109.HK,CHINA RES LAND,華潤置地,2000
1110.HK,KINGWORLD,金活醫藥集團,4000
1111.HK,CHONG HING BANK,創興銀行,1000
1112.HK,H&H INTL HLDG,H&H國際控股,500
1113.HK,CK ASSET,長實集團,500
1114.HK,BRILLIANCE CHI,BRILLIANCE CHI,2000
1115.HK,TIBET WATER,西藏水資源,1000
1116.HK,MAYER HOLDINGS,MAYER HOLDINGS,4000
1117.HK,CH MODERN D,現代牧業,1000
1118.HK,GOLIK HOLDINGS,高力集團,10000
1120.HK,ARTS OPTICAL,雅視光學,2000
1121.HK,BAOFENGMODERN,寶峰時尚,2000
1122.HK,QINGLING MOTORS,慶鈴汽車股份,2000
1123.HK,CHINA-HK PHOTO,中港照相,2000
1124.HK,COASTAL GL,沿海家園,2000
1125.HK,LAI FUNG HOLD,麗豐控股,400
1126.HK,DREAM INT'L,德林國際,2000
1127.HK,LION ROCK GROUP,獅子山集團,4000
1128.HK,WYNN MACAU,永利澳門,400
1129.HK,WATER INDUSTRY,中國水業集團,4000
1130.HK,CHINA ENV RES,中國環境資源,4000
1131.HK,AGRITRADE RES,鴻寶資源,5000
1132.HK,ORANGE SKY G H,橙天嘉禾,5000
1133.HK,HARBIN ELECTRIC,哈爾濱電氣,2000
1135.HK,ASIA SATELLITE,ASIA SATELLITE,500
1136.HK,TCC INT'L HOLD,台泥國際集團,2000
1137.HK,HKTV,香港電視,1000
1138.HK,COSCO SHIP ENGY,中遠海能,2000
1139.HK,VICTORY GROUP,華多利集團,16000
1141.HK,CMBC CAPITAL,民銀資本,10000
1142.HK,SIBERIAN MINING,西伯利亞礦業,10000
1143.HK,CH HCARE ENT,華夏健康產業,4000
1145.HK,COURAGE INV,勇利投資,1000
1146.HK,CH OUTFITTERS,中國服飾控股,2000
1148.HK,POWER XINCHEN,新晨動力,1000
1149.HK,ANXIN-CHINA,中國安芯,4000
1150.HK,MILAN STATION,米蘭站,2000
1151.HK,ELEC & ELTEK,依利安達,500
1152.HK,INFINITY FIN,新融宇集團,2000
1155.HK,CENTRON TELECOM,星辰通信,1000
1157.HK,ZOOMLION,中聯重科,200
1159.HK,STARLIGHT CUL,星光文化,500
1161.HK,WATER OASIS GP,奧思集團,2000
1164.HK,CGN MINING,中廣核礦業,5000
1165.HK,SFCE,順風清潔能源,2000
1166.HK,SOLARTECH INT'L,星凱控股,20000
1168.HK,SINOLINK HOLD,百仕達控股,2000
1169.HK,HAIER ELEC,海爾電器,1000
1170.HK,KINGMAKER,信星集團,2000
1171.HK,YANZHOU COAL,兗州煤業股份,2000
1172.HK,MIDAS INT'L,勤達集團國際,20000
1173.HK,VEEKO INT'L,威高國際,20000
1174.HK,PACIFIC ANDES,太平洋恩利,2000
1175.HK,FRESH EXP,鮮馳達控股,10000
1176.HK,ZHUGUANG HOLD,珠光控股,2000
1177.HK,SINO BIOPHARM,中國生物製藥,1000
1178.HK,SHARE ECON GP,共享經濟集團,10000
1180.HK,PARADISE ENT,匯彩控股,4000
1181.HK,TANG PALACE,唐宮中國,2000
1182.HK,SUCCESS DRAGON,勝龍國際,10000
1184.HK,S.A.S. DRAGON,S.A.S. DRAGON,2000
1185.HK,CHINA ENERGINE,中國航天萬源,2000
1186.HK,CHINA RAIL CONS,中國鐵建,500
1187.HK,HAN TANG INTL,漢唐國際控股,2000
1188.HK,HYBRID KINETIC,正道集團,2000
1189.HK,ROSEDALE HOTEL,珀麗酒店,10000
1190.HK,BOLINA,航標控股,2000
1191.HK,CHINA GEM HLDGS,中國中石控股,20000
1192.HK,TITAN PETROCHEM,泰山石化,20000
1193.HK,CHINA RES GAS,華潤燃氣,2000
1194.HK,MUNSUN CAPITAL,麥盛資本,2000
1195.HK,KINGWELL GROUP,京維集團,4000
1196.HK,REALORD GROUP,偉祿集團,2000
1197.HK,CHINA HENGSHI,中國恒石,2000
1198.HK,ROYALE FURN,皇朝傢俬,2000
1199.HK,COSCO SHIP PORT,中遠海運港口,2000
1200.HK,MIDLAND HOLDING,美聯集團,2000
1201.HK,TESSON HOLDINGS,天臣控股,3000
1202.HK,CHENGDU PUTIAN,成都普天電纜股份,2000
1203.HK,GUANGNAN (HOLD),廣南（集團）,2000
1205.HK,CITIC RESOURCES,中信資源,2000
1206.HK,TECHNOVATOR,同方泰德,2000
1207.HK,SRE GROUP,上置集團,2000
1208.HK,MMG,五礦資源,4000
1210.HK,CHRISTINE,克莉絲汀,2000
1211.HK,BYD COMPANY,比亞迪股份,500
1212.HK,LIFESTYLE INT'L,利福國際,500
1213.HK,MOBICON GROUP,萬保剛集團,2000
1215.HK,KAI YUAN HLDGS,開源控股,20000
1216.HK,ZYBANK,中原銀行,1000
1218.HK,EASYKNIT INT'L,永義國際,1000
1219.HK,TENWOW INT'L,天喔國際,1000
1220.HK,ZHIDAO INT'L,志道國際,30000
1221.HK,SINO HOTELS,SINO HOTELS,2000
1222.HK,WANG ON GROUP,WANG ON GROUP,20000
1223.HK,SYMPHONY HOLD,新灃集團,10000
1224.HK,C C LAND,中渝置地,1000
1225.HK,LERADO FIN,隆成金融,20000
1228.HK,SUPERB SUMMIT,奇峰國際,5000
1229.HK,NAN NAN RES,南南資源,2000
1230.HK,YASHILI INT'L,雅士利國際,1000
1231.HK,NEWTON RES,新礦資源,2000
1232.HK,GW TIANDI,金輪天地控股,2000
1233.HK,TIMES PPT,時代地產,1000
1234.HK,CHINA LILANG,中國利郎,1000
1235.HK,TRAVEL EXPERT,專業旅運,5000
1236.HK,NATIONAL AGRI,國農控股,2000
1237.HK,CH ENV TECH&BIO,中科生物,10000
1238.HK,POWERLONG,寶龍地產,1000
1239.HK,TEAMWAY INTL GP,TEAMWAY INTL GP,20000
1240.HK,CNQC INT'L,青建國際,2500
1241.HK,SHUANGHUA H,雙樺控股,2000
1243.HK,WANG ON PPT,宏安地產,4000
1245.HK,NIRAKU,NIRAKU,2000
1246.HK,BOILLHEALTHCARE,保集健康,20000
1247.HK,MIKO INTL,米格國際控股,2000
1249.HK,TONLY ELEC,通力電子,1000
1250.HK,BE CLEAN ENERGY,北控清潔能源集團,20000
1251.HK,SPT ENERGY,華油能源,2000
1252.HK,CHINA TIANRUI,中國天瑞水泥,1000
1253.HK,GREENLAND BROAD,中國綠地博大綠澤,4000
1255.HK,S. CULTURE,港大零售,2000
1257.HK,CEB GREENTECH,中國光大綠色環保,1000
1258.HK,CHINFMINING,中國有色礦業,1000
1259.HK,CH CHILD CARE,中國兒童護理,1000
1260.HK,WONDERFUL SKY,皓天財經集團,2000
1262.HK,LABIXIAOXIN,蠟筆小新食品,1000
1263.HK,PC PARTNER,?能集團,2000
1265.HK,TIANJINJINRAN,天津津燃公用,10000
1266.HK,XIWANG STEEL,西王特鋼,1000
1268.HK,MEIDONG AUTO,美東汽車,2000
1269.HK,FIRST CAP GP,首控集團,2000
1270.HK,LANGHAM-SS,朗廷—ＳＳ,500
1271.HK,GRAND MING,佳明集團控股,1000
1272.HK,DATANG ENVIRO,大唐環境,1000
1273.HK,HK FINANCE GP,香港信貸,4000
1277.HK,KINETIC M&E,力量能源,2000
1278.HK,CHINANEWTOWN,中國新城鎮,2500
1280.HK,HUIYIN SMARTCOM,匯銀智慧社區,2000
1281.HK,LT SMART ENERGY,隆基泰和智慧能源,1000
1282.HK,CHINA GOLDJOY,中國金洋,4000
1285.HK,JIASHILI GP,嘉士利集團,1000
1288.HK,ABC,農業銀行,1000
1289.HK,SUNLIT SCI,盛力達科技,500
1290.HK,CHINA HUIRONG,中國匯融,2000
1292.HK,CMA LOGISTICS,長安民生物流,1000
1293.HK,GRAND BAOXIN,廣匯寶信,500
1296.HK,GUODIAN TECH,國電科環,1000
1297.HK,SINOSOFT TECH,中國擎天軟件,1000
1298.HK,TECHCOMP,天美（控股）,1000
1299.HK,AIA,友邦保險,200
1300.HK,TRIGIANT,俊知集團,2000
1301.HK,D&G TECH,德基科技控股,2000
1302.HK,LIFETECH SCI,先健科技,2000
1303.HK,HUILI RES,?力資源,2000
1305.HK,WAI CHI HOLD,偉志控股,1000
1308.HK,SITC,海豐國際,1000
1310.HK,HKBN,香港寬頻,500
1312.HK,TONGFANG KONTA,同方康泰,6000
1313.HK,CHINARES CEMENT,華潤水泥控股,2000
1314.HK,TSUI WAH HLDG,翠華控股,2000
1315.HK,VISION FAME,允升國際,2000
1316.HK,NEXTEER,耐世特,1000
1317.HK,MAPLELEAF EDU,楓葉教育,2000
1318.HK,GREENS HOLDINGS,格菱控股,2000
1319.HK,OIWAHPAWN,靄華押業信貸,8000
1321.HK,CHINA NEWCITY,中國新城市,2000
1322.HK,CW GROUP HOLD,創達科技控股,500
1323.HK,NEWTREE GROUP,NEWTREE GROUP,2000
1326.HK,PEGASUS ENT,天馬影視,8000
1327.HK,TIME2U,時間由你,2000
1328.HK,INT'L ELITE,精英國際,10000
1329.HK,CAPITAL GRAND,首創鉅大,2000
1330.HK,DYNAGREEN ENV,綠色動力環保,1000
1332.HK,CHINA TOUYUN,中國透雲,10000
1333.HK,CHINA ZHONGWANG,中國忠旺,400
1335.HK,SHEEN TAI,順泰控股,2000
1336.HK,NCI,新華保險,100
1338.HK,BAWANG GROUP,霸王集團,2000
1339.HK,PICC GROUP,中國人民保險集團,1000
1340.HK,HUISHENG INTL,惠生國際,4000
1341.HK,HAO TIAN INTL,昊天國際建投,8000
1345.HK,PIONEER PHARM,中國先鋒醫藥,1000
1347.HK,HUA HONG SEMI,華虹半導體,1000
1348.HK,QUALI-SMART,滉達富控股,2000
1349.HK,FUDANZHANGJIANG,復旦張江,1000
1353.HK,NUOQI,諾奇,1000
1355.HK,LEGEND STRAT,朸濬國際,2000
1357.HK,MEITU,美圖公司,500
1358.HK,PW MEDTECH,普華和順,1000
1359.HK,CHINA CINDA,中國信達,1000
1360.HK,MEGAEXPO HLDG,MEGAEXPO HLDG,5000
1361.HK,361 DEGREES,３６１度,1000
1362.HK,SIS MOBILE,新龍移動,4000
1363.HK,CTEG,中滔環保,2000
1365.HK,RUNDONG AUTO,潤東汽車,1000
1366.HK,JIANGNAN GP,江南集團,2000
1367.HK,HANBO ENT HLDGS,恒寶企業控股,4000
1368.HK,XTEP INT'L,特步國際,500
1369.HK,WUZHOU INT'L,五洲國際,2000
1370.HK,HENGSHIMINING,恒實礦業,1000
1371.HK,CHINA LOTSYN,華彩控股,20000
1372.HK,BISU TECH,比速科技,2000
1373.HK,IH RETAIL,國際家居零售,1000
1375.HK,CC SECURITIES,中州證券,1000
1378.HK,CHINAHONGQIAO,中國宏橋,500
1380.HK,CHI KINGSTONE,中國金石,20000
1381.HK,CANVEST ENV,粵豐環保,1000
1382.HK,PACIFICTEXTILES,互太紡織,1000
1383.HK,SUNCITY GROUP,太陽城集團,10000
1385.HK,SHANGHAI FUDAN,上海復旦,2000
1386.HK,VESTATE GROUP,國投集團控股,1000
1387.HK,RENHE COMM,人和商業,2000
1388.HK,EMBRY HOLDINGS,安莉芳控股,1000
1389.HK,MAJOR HLDGS,美捷?控股,4000
1393.HK,HIDILI INDUSTRY,恒鼎實業,1000
1395.HK,ELL ENV,強泰環保,5000
1396.HK,HYDOO INTL,毅德國際,2000
1397.HK,BAGUIO GREEN,碧瑤綠色集團,4000
1398.HK,ICBC,工商銀行,1000
1399.HK,SCUD GROUP,飛毛腿,2000
1400.HK,WANG TAI HLDG,宏太控股,5000
1415.HK,COWELL,高偉電子,1000
1418.HK,SINOMAX GROUP,盛諾集團,2000
1419.HK,HUMAN HEALTH,盈健醫療,2000
1420.HK,CHUAN HOLDING,川控股,4000
1421.HK,KINGBO STRIKE,工蓋有限公司,5000
1428.HK,BRIGHT SMART,耀才證券金融,2000
1430.HK,SUCHUANG GAS,蘇創燃氣,2000
1431.HK,YST DAIRY,原生態牧業,1000
1432.HK,CHINA SHENGMU,中國聖牧,1000
1439.HK,MOBILE INTERNET,移動互聯（中國）,5000
1443.HK,FULUM GP HLDG,富臨集團控股,2000
1446.HK,HUNGFOOKTONG,鴻福堂,2000
1447.HK,SFK,新福港,2000
1448.HK,FU SHOU YUAN,福壽園,1000
1450.HK,CENTURY SAGE,世紀睿科,2000
1452.HK,DENOX ENV,迪諾斯環保,1000
1456.HK,GUOLIAN SEC,國聯證券,500
1458.HK,ZHOU HEI YA,周黑鴨,500
1459.HK,JUJIANG CONS,巨匠建設,2000
1460.HK,ICO GROUP,揚科集團,4000
1461.HK,LUZHENG FUTURES,魯証期貨,1000
1462.HK,GOLD-FIN HLDG,金誠控股,2000
1466.HK,AFFLUENTPARTNER,錢唐控股,2000
1468.HK,UKF,英裘控股,10000
1469.HK,GET NICE FIN,結好金融,4000
1470.HK,TIC TAC INT'L,滴達國際,4000
1476.HK,HENGTOU SEC,恒投證券,1000
1478.HK,Q TECH,丘鈦科技,1000
1480.HK,YAN TAT GROUP,恩達集團控股,2000
1483.HK,U BANQUET GP,譽宴集團,2000
1486.HK,C CHENG HLDGS,思城控股,2000
1488.HK,BEST FOOD HLDG,百福控股,2000
1492.HK,ZHONGDI DAIRY,中地乳業,2000
1495.HK,JIYIHOUSEHOLD,集一家居,2000
1496.HK,AP RENTALS,亞積邦租賃,4000
1498.HK,PURAPHARM,培力控股,500
1499.HK,LEAP HLDGS GP,前進控股集團,10000
1500.HK,INCON,現恆建築,5000
1508.HK,CHINA RE,中國再保險,1000
1509.HK,HARMONICARE,和美醫療,1000
1513.HK,LIVZON PHARMA,麗珠醫藥,100
1515.HK,CRPHOENIXHEALTH,華潤鳳凰醫療,500
1518.HK,NC HEALTHCARE,新世紀醫療,500
1520.HK,RUNWAY GLOBAL,時尚環球,6000
1522.HK,BII TRANS TECH,京投交通科技,4000
1523.HK,PLOVER BAY TECH,珩灣科技,8000
1526.HK,RICI HEALTH,瑞慈醫療,1000
1527.HK,TENGY ENV,天潔環境,200
1528.HK,RS MACALLINE,紅星美凱龍,200
1530.HK,3SBIO,三生製藥,500
1532.HK,CHINA PARTYTIME,中國派對文化,3000
1533.HK,ZHUANGYUAN PA,莊園牧場,500
1536.HK,YUK WING GP,煜榮集團,2000
1538.HK,ZHONG AO HOME,中奧到家,2000
1539.HK,SYNERGY GROUP,?能集團,2000
1543.HK,JOIN-SHARE,中盈盛達融資擔保,2000
1546.HK,THELLOY DEV,德萊建業,8000
1547.HK,IBI GROUP HLDGS,IBI GROUP HLDGS,8000
1548.HK,GENSCRIPT BIO,金斯瑞生物科技,2000
1549.HK,EVER HARVEST GP,永豐集團控股,8000
1551.HK,GRCB,廣州農商銀行,1000
1552.HK,BHCC HOLDING,BHCC HOLDING,5000
1555.HK,MIE HOLDINGS,ＭＩ能源,2000
1556.HK,CHINNEY KW,建業建榮,5000
1557.HK,K.H. GP HLDGS,劍虹集團控股,4000
1558.HK,HEC PHARM,東陽光藥,200
1559.HK,KWAN ON HLDGS,均安控股,10000
1560.HK,STAR PROPERTIES,星星地產,2000
1561.HK,MANFIELD CHEM,萬輝化工,4000
1565.HK,VIRSCEND EDU,成實外教育,1000
1566.HK,CHINA ANIMATION,華夏動漫,1000
1568.HK,SUNDART HLDGS,承達集團,2000
1569.HK,MINSHENG EDU,民生教育,2000
1570.HK,WEIYE HOLDINGS,偉業控股,1000
1571.HK,XIN POINT HOLD,信邦控股,1000
1572.HK,CHINA ART FIN,中國藝術金融,4000
1573.HK,CH UNIENERGY,中國優質能源,2000
1575.HK,MORRIS HOLD,慕容控股,2000
1577.HK,HUIXIN CREDIT,匯鑫小貸,2000
1578.HK,BANK OF TIANJIN,天津銀行,500
1579.HK,YIHAI INTL,頤海國際,1000
1580.HK,DA SEN HLDGS,大森控股,5000
1581.HK,PROGRESSIVE P,進昇集團控股,5000
1583.HK,QINQIN FOODS,親親食品,1000
1585.HK,YADEA,雅迪控股,2000
1586.HK,CHINA LEON,中國力鴻,4000
1588.HK,CHANJET,暢捷通,200
1589.HK,CNLP,中國物流資產,1000
1591.HK,SHUN WO GROUP,汛和集團,20000
1596.HK,YICHEN IND,翼辰實業,1000
1599.HK,UCD,城建設計,1000
1600.HK,TIAN LUN GAS,天倫燃氣,1500
1606.HK,CDB LEASING,國銀租賃,2000
1608.HK,VPOWER GROUP,偉能集團,1000
1609.HK,CHONG KIN GP,創建集團控股,10000
1610.HK,COFCO MEAT,中糧肉食,1000
1611.HK,PANTRONICS HLDG,桐成控股,2000
1612.HK,VINCENT MED,永勝醫療,2000
1613.HK,SYNERTONE,協同通信,8000
1616.HK,SILVERMAN HL,銀仕來控股,2000
1617.HK,NANFANG COMM,南方通信,4000
1618.HK,MCC,中國中冶,1000
1619.HK,TIANHE CHEM,天合化工,2000
1622.HK,REDCO PPT,力高地產,2000
1623.HK,HILONG,海隆控股,1000
1626.HK,JIA YAO HLDGS,嘉耀控股,2000
1627.HK,ABLE ENG HLDGS,安保工程控股,4000
1628.HK,YUZHOU PPT,禹洲地產,1000
1629.HK,MENGKE HLDGS,盟科控股,4000
1630.HK,KIN SHING HLDGS,建成控股,6000
1631.HK,REF HOLDINGS,REF HOLDINGS,5000
1632.HK,FOODWISE HLDG,膳源控股,2000
1633.HK,SHEUNG YUE GP,上諭集團,3000
1635.HK,DZUG,大眾公用,1000
1636.HK,CMRU,中國金屬利用,4000
1637.HK,SH GROUP HLDG,順興集團控股,2000
1638.HK,KAISA GROUP,佳兆業集團,1000
1639.HK,AKM INDUSTRIAL,安捷利實業,10000
1647.HK,SHIS LTD,SHIS LTD,5000
1649.HK,IMEEI,內蒙古能建,2000
1651.HK,TSUGAMI CHINA,津上機床中國,1000
1655.HK,OKURA HOLDINGS,OKURA HOLDINGS,5000
1656.HK,ISDN HOLDINGS,億仕登控股,2000
1658.HK,PSBC,郵儲銀行,1000
1660.HK,SANROC INT'L,善樂國際,8000
1661.HK,WISDOM SPORTS,智美體育,1000
1662.HK,YEE HOP HLDGS,義合控股,4000
1663.HK,S HARBOURHOLD,漢港控股,2000
1666.HK,TONG REN TANG,同仁堂科技,1000
1667.HK,MILESTONE BUILD,進階發展,10000
1668.HK,CHINASOUTHCITY,華南城,2000
1669.HK,GIC GROUP,環球信貸集團,2000
1673.HK,HUAZHANG TECH,華章科技,2000
1676.HK,C SHENGHAI FOOD,中國升海食品,4000
1678.HK,CREATIVE GLOBAL,中創環球,2000
1679.HK,RISECOMM GP,瑞斯康集團,2500
1680.HK,MACAU LEGEND,澳門勵駿,1000
1681.HK,CONSUN PHARMA,康臣葯業,1000
1682.HK,HIGHLIGHT IOT,高銳中國物聯,4000
1683.HK,ROYAL CHINA INT,皇中國際,4000
1685.HK,BOER POWER,博耳電力,1000
1689.HK,HUAXIHOLDINGS,華禧控股,2000
1693.HK,BGMC,璋利國際,4000
1695.HK,S&P INTL HLDG,椰豐集團,5000
1696.HK,SISRAM MED,SISRAM MED,400
1698.HK,BOSHIWA INT'L,博士蛙國際,1000
1699.HK,PUTIAN FOOD,普甜食品,4000
1700.HK,SPRINGLAND,華地國際控股,1000
1702.HK,DONGGUANG CHEM,東光化工,4000
1707.HK,GEOTECH HLDGS,致浩達控股,8000
1708.HK,SAMPLE TECH,三寶科技,1000
1709.HK,SEASON PACIFIC,雲裳衣,1000
1717.HK,AUSNUTRIA,澳優,1000
1718.HK,WAN KEI GROUP,宏基集團控股,5000
1728.HK,ZHENGTONGAUTO,正通汽車,500
1733.HK,E-COMMODITIES,易大宗,12000
1738.HK,FS ANTHRACITE,飛尚無煙煤,2500
1766.HK,CRRC,中國中車,1000
1771.HK,SUNFONDA GP,新豐泰集團,1000
1776.HK,GF SEC,廣發証券,200
1777.HK,FANTASIA,花樣年控股,1500
1778.HK,COLOUR LIFE,彩生活,1000
1786.HK,CRCCE,鐵建裝備,500
1788.HK,GUOTAI JUNAN I,國泰君安國際,1000
1798.HK,DATANG RENEW,大唐新能源,1000
1799.HK,XINTE ENERGY,新特能源,400
1800.HK,CHINA COMM CONS,中國交通建設,1000
1803.HK,BJ SPORTS & ENT,北京體育文化,2500
1808.HK,ENTERPRISE DEV,企展控股,2000
1811.HK,CGN NEW ENERGY,中廣核新能源,2000
1812.HK,CHENMING PAPER,晨鳴紙業,500
1813.HK,KWG PROPERTY,合景泰富,500
1816.HK,CGN POWER,中廣核電力,1000
1818.HK,ZHAOJIN MINING,招金礦業,500
1819.HK,FUGUINIAO,富貴鳥,600
1822.HK,HONGDA FIN,弘達金融控股,30000
1823.HK,HUAYUEXPRESSWAY,華昱高速,2000
1826.HK,FDB HOLDINGS,豐展控股,10000
1828.HK,DCH HOLDINGS,大昌行集團,1000
1829.HK,CMEC,中國機械工程,1000
1830.HK,PERFECT SHAPE,必瘦站,4000
1831.HK,SHIFANG HLDG,十方控股,1000
1836.HK,STELLA HOLDINGS,九興控股,500
1838.HK,CHINAPROPERTIES,CHINAPROPERTIES,1000
1848.HK,CALC,中國飛機租賃,500
1856.HK,ERNEST BOREL,依波路,1000
1858.HK,CHUNLI MEDICAL,春立醫療,200
1862.HK,JINGRUI HLDGS,景瑞控股,1000
1863.HK,CHI LONGEVITY,中國龍天集團,1000
1866.HK,CHINA XLX FERT,中國心連心化肥,1000
1868.HK,NEO-NEON,同方友友,2000
1878.HK,SOUTHGOBI-S,南戈壁—Ｓ,50
1882.HK,HAITIAN INT'L,海天國際,1000
1883.HK,CITIC TELECOM,中信國際電訊,1000
1884.HK,EPRINT GROUP,ＥＰＲＩＮＴ集團,4000
1885.HK,CH WOOD OPT,中國優材,4000
1886.HK,HUIYUAN JUICE,匯源果汁,500
1888.HK,KB LAMINATES,建滔積層板,500
1889.HK,WUYI PHARMA,武夷藥業,2500
1893.HK,SINOMA,中材股份,1000
1898.HK,CHINA COAL,中煤能源,1000
1899.HK,XINGDA INT'L,興達國際,1000
1900.HK,CHINA ITS,中國智能交通,1000
1908.HK,C&D INTL GROUP,建發國際集團,4000
1910.HK,SAMSONITE,新秀麗,300
1913.HK,PRADA,普拉達,100
1918.HK,SUNAC,融創中國,1000
1919.HK,COSCO SHIP HOLD,中遠海控,500
1928.HK,SANDS CHINA LTD,金沙中國有限公司,400
1929.HK,CHOW TAI FOOK,周大福,200
1932.HK,CPM GROUP,中漆集團,4000
1938.HK,CHU KONG PIPE,珠江鋼管,1000
1958.HK,BAIC MOTOR,北京汽車,500
1962.HK,EVERGREEN PG,訓修實業,2000
1963.HK,BCQ,重慶銀行,500
1966.HK,CHINA SCE PPT,中駿置業,1000
1970.HK,IMAX CHINA,IMAX CHINA,100
1972.HK,SWIREPROPERTIES,太古地產,200
1979.HK,TEN PAO GROUP,天寶集團,4000
1980.HK,TIANGE,天鴿互動,1000
1982.HK,NAMESON HLDGS,南旋控股,2000
1985.HK,MICROWARE,美高域,2000
1986.HK,TSAKER CHEM,彩客化學,500
1988.HK,MINSHENG BANK,民生銀行,500
1989.HK,PINE CARE GP,松齡護老集團,8000
1991.HK,TA YANG GROUP,大洋集團,2000
1993.HK,ASIARAY,雅仕維,500
1998.HK,FLYKE INT'L,飛克國際,2000
1999.HK,MAN WAH HLDGS,敏華控股,400
2000.HK,SIM TECH,晨訊科技,2000
2001.HK,NEW HIGHER EDU,新高教集團,1000
2002.HK,SUNSHINE PAPER,陽光紙業,500
2005.HK,SSY GROUP,石四藥集團,2000
2006.HK,JINJIANG HOTELS,錦江酒店,2000
2007.HK,COUNTRY GARDEN,碧桂園,1000
2008.HK,PHOENIX TV,鳳凰衛視,2000
2009.HK,BBMG,金隅股份,1000
2010.HK,REAL NUTRI,瑞年國際,1000
2011.HK,KEE,KEE,2000
2012.HK,SUNSHINE OIL,陽光油砂,500
2014.HK,OZNER WATER,浩澤淨水,1000
2016.HK,CZBANK,浙商銀行,1000
2017.HK,CHANHIGH,滄海控股,2000
2018.HK,AAC TECH,瑞聲科技,500
2020.HK,ANTA SPORTS,安踏體育,1000
2023.HK,CHINA LUDAO,中國綠島科技,4000
2028.HK,JOLIMARK,映美控股,2000
2030.HK,CABBEEN,卡賓,1000
2031.HK,AUSUPREME,澳至尊,5000
2033.HK,TIME WATCH,時計寶,2000
2038.HK,FIH,富智康集團,1000
2039.HK,CIMC,中集集團,100
2066.HK,SHENGJINGBANK,盛京銀行,500
2068.HK,CHALIECO,中鋁國際,1000
2078.HK,PANASIALUM,榮陽實業,1000
2080.HK,AUX INTL,奧克斯國際,2000
2083.HK,NATURE HOME,大自然家居,1000
2086.HK,HNA TECH INV,海航科技投資,1000
2088.HK,XIWANG PROPERTY,西王置業,2000
2098.HK,ZALL GROUP,卓爾集團,1000
2099.HK,CHINAGOLDINTL,中國黃金國際,100
2100.HK,BAIOO,百奧家庭互動,2000
2111.HK,BEST PACIFIC,超盈國際控股,2000
2112.HK,CAA RESOURCES,優庫資源,2000
2113.HK,CHERISH HLDGS,東盈控股,5000
2118.HK,TIAN SHAN DEV,天山發展控股,2000
2120.HK,KN HOSPITAL,康寧醫院,100
2121.HK,FIRST CHEM,一化控股,1000
2123.HK,GOLDEN SHIELD,金盾控股,4000
2128.HK,CHINA LESSO,中國聯塑,1000
2133.HK,CH POLYMETAL,中國多金屬,1000
2136.HK,LIFESTYLE CHI,利福中國,500
2138.HK,UM HEALTHCARE,香港醫思醫療集團,1000
2166.HK,SMART-CORE,芯智控股,2000
2178.HK,PETRO-KING,百勤油服,1000
2183.HK,SANSHENG HLDG,三盛控股,2000
2186.HK,LUYE PHARMA,綠葉製藥,500
2188.HK,TITANS ENERGY,泰坦能源技術,2000
2193.HK,MAN KING HOLD,萬景控股,4000
2196.HK,FOSUN PHARMA,復星醫藥,500
2198.HK,CHINA SANJIANG,中國三江化工,1000
2199.HK,REGINA MIRACLE,維珍妮,1000
2200.HK,HOSA INT'L,浩沙國際,2000
2202.HK,CHINA VANKE,萬科企業,100
2203.HK,TOP DYNAMIC,泰邦集團,10000
2208.HK,GOLDWIND,金風科技,200
2211.HK,UNI HEALTH,大健康國際,1000
2212.HK,FB MINING,高鵬礦業,20000
2213.HK,YI HUA HLDG,益華控股,2000
2218.HK,ANDRE JUICE,安德利果汁,500
2221.HK,NEW CONCEPTS,創業集團控股,4000
2222.HK,NVC LIGHTING,雷士照明,1000
2223.HK,CASABLANCA,卡撒天嬌,2000
2225.HK,KAKIKO GROUP,KAKIKO GROUP,5000
2226.HK,HONWORLD GP,老恒和釀造,500
2228.HK,CECEP COSTIN,中國節能海東青,3000
2229.HK,CG DUNXIN,長港敦信,2000
2233.HK,WESTCHINACEMENT,西部水泥,2000
2236.HK,WISON ENGRG,惠生工程,1000
2238.HK,GAC GROUP,廣汽集團,2000
2239.HK,SMIT,國微技術,1000
2255.HK,HAICHANG HLDG,海昌海洋公園,1000
2266.HK,LAI SI ENT,黎氏企業,2000
2268.HK,YOUYUAN HLDGS,優源控股,1000
2269.HK,WUXI BIO,藥明生物,500
2277.HK,HUARONG INV,華融投資股份,5000
2278.HK,HAILAN HLDGS,海藍控股,1000
2280.HK,HC INTL,慧聰網,500
2281.HK,XINGLU WATER,興瀘水務,1000
2282.HK,MGM CHINA,美高梅中國,400
2283.HK,TK GROUP HLDG,東江集團控股,2000
2286.HK,CHEN XING,辰興發展,1000
2288.HK,RYKADAN CAPITAL,宏基資本,1000
2289.HK,CHARMACY PHAR,創美藥業,500
2293.HK,BAMBOOSHEALTH,百本醫護,8000
2298.HK,COSMO LADY,都市麗人,1000
2299.HK,BILLION IND,百宏實業,2000
2300.HK,AMVIG HOLDINGS,澳科控股,2000
2302.HK,CNNC INT'L,中核國際,1000
2303.HK,HENGXING GOLD,恒興黃金,2000
2307.HK,KAM HING INT'L,錦興國際控股,2000
2308.HK,EVOC,研祥智能,4000
2309.HK,BIRMINGHAM SPTS,伯明翰體育,20000
2310.HK,FOREBASE INTL,申基國際,2000
